,model,price,mileage,cylinder,daysOnMarket,city,dealer,year,trim,driveline,transmission
3137,toyota_sienna,39972,56353.0,4.0,36,Richardson,Toyota of Richardson,2022,Limited 7-Passenger,FWD,automatic
3138,toyota_tundra,45780,1612.0,6.0,13,Dallas,Toyota of Dallas,2024,SR5,RWD,automatic
3139,toyota_corolla,19691,27949.0,4.0,35,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3140,toyota_prius,29383,10.0,4.0,22,Phoenix,Camelback Toyota,2024,LE,FWD,automatic
3141,toyota_rav4 hybrid,42039,10.0,4.0,22,Phoenix,Camelback Toyota,2024,Limited,AWD,automatic
3142,toyota_rav4 hybrid,42313,14.0,4.0,22,Phoenix,Camelback Toyota,2024,XSE,AWD,automatic
3143,toyota_rav4 hybrid,42463,10.0,4.0,22,Phoenix,Camelback Toyota,2024,XSE,AWD,automatic
3144,toyota_gr corolla,42175,14.0,3.0,30,Phoenix,Camelback Toyota,2025,Premium,AWD,
3145,toyota_corolla,19979,35258.0,4.0,0,Phoenix,Camelback Toyota,2020,LE,FWD,automatic
3146,toyota_tacoma,33944,,4.0,3,Sanford,Seminole Toyota,2024,SR,RWD,automatic
3147,toyota_camry,39131,,4.0,3,Sanford,Seminole Toyota,2025,XSE,FWD,automatic
3148,toyota_corolla,16995,39155.0,4.0,28,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3149,toyota_corolla,18195,26704.0,4.0,28,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3150,toyota_4_runner,39595,16424.0,6.0,28,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
3151,toyota_rav4,34118,2.0,4.0,2,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
3152,toyota_tacoma,41147,4.0,4.0,170,Deerfield Beach,Toyota of Deerfield Beach,2024,SR5,4X4,automatic
3153,toyota_tacoma,38804,,4.0,35,Sanford,Seminole Toyota,2024,SR,4X4,automatic
3154,toyota_tacoma,24695,75317.0,6.0,1,Deerfield Beach,Toyota of Deerfield Beach,2017,SR5 V6,RWD,automatic
3155,toyota_corolla,17995,36370.0,4.0,15,Sanford,Seminole Toyota,2022,LE,FWD,automatic
3156,toyota_sienna,58596,,,0,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
3157,toyota_corolla,23809,,4.0,0,Sanford,Seminole Toyota,2025,LE,FWD,automatic
3158,toyota_corolla,23809,,4.0,0,Sanford,Seminole Toyota,2025,LE,FWD,automatic
3159,toyota_sienna,14359,140076.0,6.0,8,Santa Clara,Frontier Ford,2011,XLE 7-Passenger,AWD,automatic
3160,toyota_rav4,29255,39670.0,4.0,13,Arlington,Vandergriff Hyundai,2022,XLE Premium,FWD,automatic
3161,toyota_tacoma,27259,30572.0,4.0,8,Arlington,Vandergriff Hyundai,2023,SR,RWD,automatic
3162,toyota_4_runner,39998,27253.0,6.0,4,Lincoln,Husker Chevrolet,2023,TRD Off-Road,4X4,automatic
3163,toyota_rav4 hybrid,31526,51929.0,4.0,13,Mesa,Superstition Springs Lexus,2019,XSE,AWD,automatic
3164,toyota_highlander hybrid,34217,39085.0,6.0,37,Arlington,Vandergriff Hyundai,2019,Limited,AWD,automatic
3165,toyota_rav4,23113,60272.0,4.0,9,Grand Prairie,Grand Prairie Ford,2021,XLE,FWD,automatic
3166,toyota_corolla,18986,60949.0,4.0,1,Irving,Westway Ford,2022,LE,FWD,automatic
3167,toyota_corolla,19013,60306.0,4.0,1,Irving,Westway Ford,2022,LE,FWD,automatic
3168,toyota_rav4,21913,68789.0,4.0,1,Phoenix,Bell Honda,2017,LE,AWD,automatic
3169,toyota_4_runner,37958,37691.0,6.0,81,Irving,Westway Ford,2021,TRD Off-Road,4X4,automatic
3170,toyota_camry,35966,413.0,4.0,93,Irving,Westway Ford,2025,LE,FWD,automatic
3171,toyota_tacoma,37889,53611.0,6.0,23,Phoenix,Bell Honda,2021,SR V6,4X4,automatic
3172,toyota_tacoma,54139,10.0,4.0,134,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3173,toyota_camry,34035,10.0,4.0,27,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3174,toyota_camry,34460,10.0,4.0,27,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3175,toyota_tundra,54840,10.0,6.0,134,Houston,Joe Myers Toyota,2024,SR5,4X4,automatic
3176,toyota_corolla,24735,,4.0,97,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3177,toyota_corolla,20455,18079.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3178,toyota_rav4 hybrid,38077,10.0,4.0,55,Houston,Joe Myers Toyota,2024,XLE Premium,AWD,automatic
3179,toyota_rav4,37589,10.0,4.0,41,Houston,Joe Myers Toyota,2025,XLE Premium,FWD,automatic
3180,toyota_sienna,40490,28809.0,4.0,16,Springfield,Reliable Lexus,2024,LE 8-Passenger,FWD,automatic
3181,toyota_tundra,49919,1.0,6.0,62,Omaha,Village Pointe Toyota,2025,SR5,4X4,automatic
3182,toyota_prius,19900,21931.0,4.0,45,Omaha,Village Pointe Toyota,2019,LE,FWD,automatic
3183,toyota_tacoma,31900,50286.0,6.0,36,Omaha,Village Pointe Toyota,2022,SR V6,4X4,automatic
3184,toyota_highlander,49163,1.0,4.0,45,Omaha,Village Pointe Toyota,2024,XSE,AWD,automatic
3185,toyota_tundra,52038,1.0,6.0,50,Omaha,Village Pointe Toyota,2025,SR5,4X4,automatic
3186,toyota_sequoia,71359,,6.0,14,Omaha,Village Pointe Toyota,2025,Limited,4X4,automatic
3187,toyota_rav4,32958,50506.0,4.0,13,Springfield,Reliable Lexus,2022,Limited,AWD,automatic
3188,toyota_camry,34924,,4.0,71,Omaha,Village Pointe Toyota,2025,SE,AWD,automatic
3189,toyota_highlander hybrid,50881,,4.0,119,Omaha,Village Pointe Toyota,2024,XLE Nightshade,AWD,automatic
3190,toyota_sienna,55334,,4.0,288,Omaha,Village Pointe Toyota,2024,Limited 7-Passenger,AWD,automatic
3191,toyota_corolla hatchback,22485,9145.0,4.0,19,Springfield,Reliable Lexus,2022,SE,FWD,automatic
3192,toyota_rav4,29070,61929.0,4.0,8,Phoenix,Camelback Toyota,2022,Adventure,AWD,automatic
3193,toyota_rav4,29994,59507.0,4.0,8,Phoenix,Camelback Toyota,2022,Adventure,AWD,automatic
3194,toyota_tacoma,39958,31593.0,6.0,6,Phoenix,Camelback Toyota,2022,TRD Off-Road,4X4,automatic
3195,toyota_tacoma,46253,14.0,4.0,43,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
3196,toyota_tacoma,40667,14.0,4.0,80,Phoenix,Camelback Toyota,2024,SR5,4X4,automatic
3197,toyota_tacoma,43918,14.0,4.0,30,Phoenix,Camelback Toyota,2024,SR5,4X4,automatic
3198,toyota_tacoma,40353,14.0,4.0,30,Phoenix,Camelback Toyota,2024,SR5,4X4,automatic
3199,toyota_tundra,50885,14.0,6.0,72,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
3200,toyota_crown signia,44479,10.0,4.0,71,Houston,Joe Myers Toyota,2025,XLE,AWD,automatic
3201,toyota_prius,33011,,4.0,10,Houston,Joe Myers Toyota,2024,XLE,FWD,automatic
3202,toyota_land cruiser,60971,,4.0,10,Houston,Joe Myers Toyota,2025,1958,4X4,automatic
3203,toyota_land cruiser,60153,55.0,4.0,71,Houston,Joe Myers Toyota,2024,1958,4X4,automatic
3204,toyota_rav4 hybrid,38472,10.0,4.0,71,Houston,Joe Myers Toyota,2024,SE,AWD,automatic
3205,toyota_rav4,25999,33620.0,2.0,0,Houston,Joe Myers Toyota,2022,LE,FWD,automatic
3206,toyota_rav4,39589,10.0,4.0,15,Houston,Joe Myers Toyota,2025,XLE Premium,AWD,automatic
3207,toyota_rav4,39589,,4.0,15,Houston,Joe Myers Toyota,2025,XLE Premium,AWD,automatic
3208,toyota_rav4,28391,25479.0,2.0,21,Houston,Joe Myers Toyota,2024,LE,AWD,automatic
3209,toyota_rav4,27391,25485.0,2.0,21,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3210,toyota_rav4,29691,21588.0,2.0,99,Houston,Joe Myers Toyota,2024,XLE,FWD,automatic
3211,toyota_rav4,35489,10.0,4.0,37,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3212,toyota_tacoma,46346,10.0,4.0,15,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3213,toyota_tacoma,46134,10.0,4.0,15,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3214,toyota_tacoma,50769,10.0,4.0,15,Houston,Joe Myers Toyota,2024,TRD Sport,4X4,automatic
3215,toyota_tacoma,28999,34444.0,,3,Houston,Joe Myers Toyota,2023,SR5,RWD,automatic
3216,toyota_tacoma,28999,47301.0,,3,Houston,Joe Myers Toyota,2023,SR5,RWD,automatic
3217,toyota_tacoma,33041,10.0,4.0,15,Houston,Joe Myers Toyota,2024,SR,RWD,automatic
3218,toyota_tacoma,36197,10.0,4.0,15,Houston,Joe Myers Toyota,2024,SR,RWD,automatic
3219,toyota_tacoma,46753,10.0,4.0,15,Houston,Joe Myers Toyota,2024,TRD Sport,4X4,automatic
3220,toyota_rav4,31714,10.0,4.0,10,Phoenix,Camelback Toyota,2025,XLE,FWD,automatic
3221,toyota_tacoma,50354,14.0,4.0,36,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
3222,toyota_tacoma,49996,14.0,4.0,36,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
3223,toyota_land cruiser,57278,14.0,4.0,10,Phoenix,Camelback Toyota,2025,1958,4X4,
3224,toyota_rav4 hybrid,36308,10.0,4.0,10,Phoenix,Camelback Toyota,2025,SE,AWD,
3225,toyota_camry,18430,60961.0,4.0,15,Deerfield Beach,Toyota of Deerfield Beach,2018,XLE,FWD,automatic
3226,toyota_camry,41197,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
3227,toyota_camry,31835,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,SE,FWD,automatic
3228,toyota_camry,30924,,4.0,1,Sanford,Seminole Toyota,2025,LE,FWD,automatic
3229,toyota_rav4 hybrid,37088,1.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,SE,AWD,automatic
3230,toyota_tundra,60776,2.0,6.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,Limited,4X4,automatic
3231,toyota_corolla,24009,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
3232,toyota_corolla,24939,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
3233,toyota_corolla,24939,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
3234,toyota_corolla cross,27889,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2024,LE,FWD,automatic
3235,toyota_land cruiser,60397,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,1958,4X4,automatic
3236,toyota_b_z4_x,45639,2.0,,74,Deerfield Beach,Toyota of Deerfield Beach,2024,XLE,FWD,automatic
3237,toyota_b_z4_x,50710,5.0,,7,Deerfield Beach,Toyota of Deerfield Beach,2024,Limited,AWD,automatic
3238,toyota_rav4,36587,2.0,4.0,16,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE Premium,FWD,automatic
3239,toyota_rav4,24995,41636.0,4.0,12,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE,FWD,automatic
3240,toyota_tacoma,41972,3.0,4.0,135,Deerfield Beach,Toyota of Deerfield Beach,2024,SR5,4X4,automatic
3241,toyota_tacoma,42591,3.0,4.0,49,Deerfield Beach,Toyota of Deerfield Beach,2024,SR5,4X4,automatic
3242,toyota_tacoma,20495,64271.0,,23,Sanford,Seminole Toyota,2022,SR,RWD,automatic
3243,toyota_tundra,65062,22.0,6.0,261,Deerfield Beach,Toyota of Deerfield Beach,2024,Limited HV,4X4,automatic
3244,toyota_corolla,17995,28977.0,4.0,24,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3245,toyota_corolla,15795,68064.0,4.0,22,Sanford,Seminole Toyota,2021,LE,FWD,automatic
3246,toyota_corolla hybrid,28024,,4.0,8,Sanford,Seminole Toyota,2025,SE,FWD,automatic
3247,toyota_venza,46817,2.0,4.0,49,Deerfield Beach,Toyota of Deerfield Beach,2024,Limited,AWD,automatic
3248,toyota_rav4,33818,,4.0,2,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
3249,toyota_tacoma,31395,30890.0,6.0,10,Sanford,Seminole Toyota,2023,SR5 V6,RWD,automatic
3250,toyota_tacoma,40162,,4.0,49,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
3251,toyota_tacoma,36789,5366.0,4.0,38,Deerfield Beach,Toyota of Deerfield Beach,2024,SR,4X4,automatic
3252,toyota_tacoma,46626,,4.0,38,Sanford,Seminole Toyota,2024,TRD Sport,4X4,automatic
3253,toyota_tacoma,44002,,4.0,107,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
3254,toyota_camry,16295,92546.0,4.0,10,Sanford,Seminole Toyota,2018,SE,FWD,automatic
3255,toyota_camry,20595,8085.0,4.0,9,Deerfield Beach,Toyota of Deerfield Beach,2020,LE,FWD,automatic
3256,toyota_camry,30795,1602.0,4.0,30,Sanford,Seminole Toyota,2025,SE,FWD,automatic
3257,toyota_camry,35495,4014.0,4.0,12,Sanford,Seminole Toyota,2025,LE,FWD,automatic
3258,toyota_camry,40163,,4.0,44,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
3259,toyota_rav4 hybrid,36152,2.0,4.0,38,Deerfield Beach,Toyota of Deerfield Beach,2024,SE,AWD,automatic
3260,toyota_tacoma,28995,53408.0,6.0,12,Sanford,Seminole Toyota,2021,SR5 V6,RWD,automatic
3261,toyota_tundra,57211,,6.0,2,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
3262,toyota_tacoma,16491,114588.0,4.0,6,Sanford,Seminole Toyota,2017,SR,RWD,automatic
3263,toyota_c_hr,21795,32283.0,4.0,9,Deerfield Beach,Toyota of Deerfield Beach,2021,LE,FWD,automatic
3264,toyota_supra,60739,,6.0,9,Sanford,Seminole Toyota,2025,3.0,RWD,automatic
3265,toyota_tacoma,33944,,4.0,3,Sanford,Seminole Toyota,2024,SR,RWD,automatic
3266,toyota_camry,39131,,4.0,3,Sanford,Seminole Toyota,2025,XSE,FWD,automatic
3267,toyota_corolla,16995,39155.0,4.0,28,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3268,toyota_corolla,18195,26704.0,4.0,28,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3269,toyota_4_runner,39595,16424.0,6.0,28,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
3270,toyota_tacoma,31900,71406.0,6.0,2,Glendale,Arrowhead Cadillac,2017,TRD Off-Road,4X4,manual
3271,toyota_highlander,22911,101510.0,6.0,16,Springfield,Reliable Chevrolet MO,2018,SE,AWD,automatic
3272,toyota_camry,23801,24758.0,4.0,16,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
3273,toyota_corolla,17901,34083.0,4.0,16,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3274,toyota_corolla,16901,40200.0,4.0,16,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3275,toyota_corolla,17901,42472.0,4.0,16,Grapevine,Texas Toyota of Grapevine,2022,LE,FWD,automatic
3276,toyota_rav4,34578,10.0,4.0,31,San Antonio,North Park Toyota,2025,XLE Premium,FWD,automatic
3277,toyota_rav4 hybrid,29901,21074.0,4.0,28,Grapevine,Texas Toyota of Grapevine,2024,LE,AWD,automatic
3278,toyota_rav4,33335,10.0,4.0,2,San Antonio,North Park Toyota,2025,XLE,FWD,automatic
3279,toyota_rav4,27901,23008.0,2.0,28,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
3280,toyota_tundra,49240,3.0,6.0,71,Evansville,Kenny Kent Toyota,2025,SR5,4X4,automatic
3281,toyota_corolla,24774,,4.0,38,Evansville,Kenny Kent Toyota,2025,LE,FWD,automatic
3282,toyota_corolla cross,27950,26615.0,4.0,14,Evansville,Kenny Kent Toyota,2023,XLE,AWD,automatic
3283,toyota_c_hr,24995,7326.0,4.0,6,Evansville,Kenny Kent Toyota,2021,XLE,FWD,automatic
3284,toyota_sienna,34550,30564.0,4.0,28,Evansville,Kenny Kent Toyota,2021,LE 8-Passenger,FWD,automatic
3285,toyota_corolla,17950,63496.0,4.0,29,Evansville,Kenny Kent Toyota,2022,LE,FWD,automatic
3286,toyota_land cruiser,58278,,4.0,3,Evansville,Kenny Kent Toyota,2025,1958,4X4,automatic
3287,toyota_rav4,41319,,4.0,36,Evansville,Kenny Kent Toyota,2025,Limited,AWD,automatic
3288,toyota_tacoma,49093,4.0,4.0,80,Evansville,Kenny Kent Toyota,2024,TRD Sport,4X4,automatic
3289,toyota_camry,22150,61160.0,4.0,30,Evansville,Kenny Kent Toyota,2022,SE,FWD,automatic
3290,toyota_rav4 hybrid,37995,26734.0,4.0,3,Evansville,Kenny Kent Toyota,2023,XSE,AWD,automatic
3291,toyota_corolla,24040,,4.0,11,Evansville,Kenny Kent Toyota,2025,LE,FWD,automatic
3292,toyota_4_runner,42995,36746.0,6.0,3,Evansville,Kenny Kent Toyota,2021,Limited,AWD,automatic
3293,toyota_rav4 hybrid,36824,,4.0,36,Evansville,Kenny Kent Toyota,2025,XLE,AWD,automatic
3294,toyota_rav4 hybrid,40484,,4.0,13,Evansville,Kenny Kent Toyota,2025,XLE Premium,AWD,automatic
3295,toyota_tacoma,33594,,4.0,59,Evansville,Kenny Kent Toyota,2024,SR,RWD,automatic
3296,toyota_tacoma,51249,4.0,4.0,59,Evansville,Kenny Kent Toyota,2024,Limited,4X4,automatic
3297,toyota_camry,33862,1.0,4.0,7,Evansville,Kenny Kent Toyota,2025,XLE,FWD,automatic
3298,toyota_camry,38899,,4.0,11,Evansville,Kenny Kent Toyota,2025,XSE,AWD,automatic
3299,toyota_highlander hybrid,39950,7931.0,4.0,36,Evansville,Kenny Kent Toyota,2024,LE,FWD,automatic
3300,toyota_corolla,17901,36955.0,4.0,28,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3301,toyota_corolla,17901,32203.0,4.0,28,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3302,toyota_corolla,18901,25531.0,4.0,28,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3303,toyota_corolla cross hybrid,35100,10.0,4.0,2,San Antonio,North Park Toyota,2025,XSE,AWD,automatic
3304,toyota_crown signia,49490,10.0,4.0,27,San Antonio,North Park Toyota,2025,Limited,AWD,automatic
3305,toyota_prius,37745,10.0,4.0,85,San Antonio,North Park Toyota,2024,Limited,FWD,automatic
3306,toyota_prius,33011,10.0,4.0,27,San Antonio,North Park Toyota,2024,XLE,FWD,automatic
3307,toyota_prius prime,47947,2.0,4.0,70,Grapevine,Texas Toyota of Grapevine,2024,XSE Premium,FWD,automatic
3308,toyota_corolla hybrid,27975,10.0,4.0,27,San Antonio,North Park Toyota,2025,SE,FWD,automatic
3309,toyota_corolla hybrid,25985,10.0,4.0,27,San Antonio,North Park Toyota,2025,LE,FWD,automatic
3310,toyota_corolla hybrid,27975,10.0,4.0,27,San Antonio,North Park Toyota,2025,SE,FWD,automatic
3311,toyota_rav4 hybrid,35696,10.0,4.0,27,San Antonio,North Park Toyota,2025,SE,AWD,automatic
3312,toyota_rav4 hybrid,43211,10.0,4.0,27,San Antonio,North Park Toyota,2025,Limited,AWD,automatic
3313,toyota_rav4 hybrid,35095,10.0,4.0,27,San Antonio,North Park Toyota,2025,XLE,AWD,automatic
3314,toyota_gr corolla,45208,10.0,3.0,27,San Antonio,North Park Toyota,2025,Premium,AWD,manual
3315,toyota_tacoma,32891,28832.0,6.0,1,San Antonio,North Park Toyota,2023,SR5 V6,RWD,automatic
3316,toyota_avalon,24927,58152.0,6.0,33,Arlington,Vandergriff Acura,2021,XLE,FWD,automatic
3317,toyota_highlander,29700,57511.0,6.0,119,Arlington,Vandergriff Acura,2021,XLE,FWD,automatic
3318,toyota_tundra,49883,10.0,6.0,85,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
3319,toyota_tundra,52762,10.0,6.0,85,San Antonio,North Park Toyota,2025,SR5,4X4,automatic
3320,toyota_4_runner,36901,24619.0,6.0,31,Grapevine,Texas Toyota of Grapevine,2024,SR5,RWD,automatic
3321,toyota_rav4 hybrid,39741,,4.0,28,Grapevine,Texas Toyota of Grapevine,2025,XSE,AWD,
3322,toyota_rav4,28901,19338.0,2.0,0,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
3323,toyota_rav4,28901,22383.0,2.0,0,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
3324,toyota_corolla cross,26451,20670.0,4.0,24,San Antonio,North Park Toyota,2022,XLE,FWD,automatic
3325,toyota_rav4,27901,26520.0,2.0,24,Grapevine,Texas Toyota of Grapevine,2024,XLE,FWD,automatic
3326,toyota_tacoma,39954,10.0,4.0,188,San Antonio,North Park Toyota,2024,TRD Sport,RWD,automatic
3327,toyota_tacoma,36675,8.0,4.0,80,Grapevine,Texas Toyota of Grapevine,2024,SR,RWD,automatic
3328,toyota_camry,32204,10.0,4.0,43,San Antonio,North Park Toyota,2025,SE,FWD,automatic
3329,toyota_camry,39765,10.0,4.0,36,San Antonio,North Park Toyota,2025,XLE,AWD,automatic
3330,toyota_corolla,17901,36230.0,4.0,42,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3331,toyota_corolla,17996,73057.0,4.0,3,San Antonio,North Park Toyota,2020,SE,FWD,automatic
3332,toyota_camry,23901,19643.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
3333,toyota_camry,40293,10.0,4.0,22,San Antonio,North Park Toyota,2025,XSE,FWD,automatic
3334,toyota_camry,29951,17538.0,4.0,55,San Antonio,North Park Toyota,2024,XSE,FWD,automatic
3335,toyota_rav4 hybrid,29491,47631.0,4.0,6,San Antonio,North Park Toyota,2022,SE,AWD,automatic
3336,toyota_crown,48521,,4.0,43,San Antonio,North Park Toyota,2025,Nightshade,AWD,automatic
3337,toyota_tundra,60680,10.0,6.0,69,San Antonio,North Park Toyota,2025,Limited,4X4,automatic
3338,toyota_tundra,65896,10.0,6.0,7,San Antonio,North Park Toyota,2025,Limited,4X4,automatic
3339,toyota_corolla,17901,40517.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2023,LE,FWD,automatic
3340,toyota_highlander,35951,44061.0,4.0,2,San Antonio,North Park Toyota,2023,XLE,AWD,automatic
3341,toyota_tundra,59201,10.0,6.0,48,San Antonio,North Park Toyota,2025,SR5,4X4,automatic
3342,toyota_corolla cross,24269,20818.0,4.0,57,Arlington,Vandergriff Acura,2024,LE,FWD,automatic
3343,toyota_corolla hybrid,30177,10.0,4.0,9,San Antonio,North Park Toyota,2025,XLE,FWD,automatic
3344,toyota_corolla hybrid,31235,10.0,4.0,9,San Antonio,North Park Toyota,2025,,,automatic
3345,toyota_venza,25891,41611.0,4.0,12,San Antonio,North Park Toyota,2021,LE,AWD,automatic
3346,toyota_grand highlander,60988,16833.0,2.0,14,Scottsdale,Airpark Chrysler Jeep Dodge,2024,MAX Limited,AWD,automatic
3347,toyota_4_runner,28488,98003.0,6.0,14,Scottsdale,Airpark Chrysler Jeep Dodge,2018,SR5,4X4,automatic
3348,toyota_tacoma,39954,10.0,4.0,188,San Antonio,North Park Toyota,2024,TRD Sport,RWD,automatic
3349,toyota_camry,32204,10.0,4.0,43,San Antonio,North Park Toyota,2025,SE,FWD,automatic
3350,toyota_camry,39765,10.0,4.0,36,San Antonio,North Park Toyota,2025,XLE,AWD,automatic
3351,toyota_tundra,27495,110599.0,8.0,6,Arlington,Vandergriff Acura,2019,SR5,RWD,automatic
3352,toyota_corolla,17996,73057.0,4.0,3,San Antonio,North Park Toyota,2020,SE,FWD,automatic
3353,toyota_rav4,32519,,4.0,1,Grapevine,Texas Toyota of Grapevine,2025,XLE,FWD,automatic
3354,toyota_4_runner,36901,20437.0,6.0,27,Grapevine,Texas Toyota of Grapevine,2024,SR5,RWD,automatic
3355,toyota_tacoma,38373,10.0,4.0,22,San Antonio,North Park Toyota,2024,SR,4X4,automatic
3356,toyota_tacoma,38408,10.0,4.0,22,San Antonio,North Park Toyota,2024,SR,4X4,automatic
3357,toyota_camry,23901,19643.0,4.0,7,Grapevine,Texas Toyota of Grapevine,2024,LE,FWD,automatic
3358,toyota_camry,40293,10.0,4.0,22,San Antonio,North Park Toyota,2025,XSE,FWD,automatic
3359,toyota_camry,29929,10.0,4.0,6,San Antonio,North Park Toyota,2025,LE,FWD,automatic
3360,toyota_tacoma,32891,28832.0,6.0,1,San Antonio,North Park Toyota,2023,SR5 V6,RWD,automatic
3361,toyota_avalon,24927,58152.0,6.0,33,Arlington,Vandergriff Acura,2021,XLE,FWD,automatic
3362,toyota_highlander,29700,57511.0,6.0,119,Arlington,Vandergriff Acura,2021,XLE,FWD,automatic
3363,toyota_tundra,49883,10.0,6.0,85,San Antonio,North Park Toyota,2025,SR5,RWD,automatic
3364,toyota_tundra,52762,10.0,6.0,85,San Antonio,North Park Toyota,2025,SR5,4X4,automatic
3365,toyota_venza,10577,125596.0,6.0,15,Peoria,Infiniti of Peoria,2010,AWD V6,AWD,automatic
3366,toyota_grand highlander,60988,16833.0,2.0,14,Scottsdale,Airpark Chrysler Jeep Dodge,2024,MAX Limited,AWD,automatic
3367,toyota_4_runner,28488,98003.0,6.0,14,Scottsdale,Airpark Chrysler Jeep Dodge,2018,SR5,4X4,automatic
3368,toyota_4_runner,27785,109765.0,6.0,0,Phoenix,Infiniti on Camelback,2017,SR5 Premium,4X4,automatic
3369,toyota_rav4,6900,150195.0,4.0,7,Phoenix,Infiniti on Camelback,2006,Limited,FWD,automatic
3370,toyota_tacoma,25510,97071.0,6.0,8,Phoenix,Infiniti on Camelback,2018,SR5 V6,RWD,automatic
3371,toyota_rav4,38580,10.0,4.0,8,San Antonio,North Park Toyota,2025,XLE Premium,FWD,automatic
